동호회명,시도명,시군구명,종목명,소속그룹명,종목분류명,성별구분명,회원수,설립일자
평택시 볼링협회,경기도,경기도 평택시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,15,2022-05-16
평택시바둑협회,경기도,경기도 평택시,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-05-10
평택시분회,경기도,경기도 평택시,게이트볼,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-04-28
평택시줄넘기협회,경기도,경기도 평택시,줄넘기,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,45,2024-03-19
평택시청족구,경기도,경기도 평택시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-28
평택야족,경기도,경기도 평택시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-28
평택여성족구단,경기도,경기도 평택시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2024-03-20
평택오션차일드,경기도,경기도 평택시,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-06-09
평택족구단,경기도,경기도 평택시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-28
평택체조협회,경기도,경기도 평택시,체조,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,28,2023-06-29
평택탁구클럽_평택,경기도,경기도 평택시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-27
평택하키클럽,경기도,경기도 평택시,하키,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2022-03-23
평택합기도검무관클럽,경기도,경기도 평택시,합기도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,9,2022-05-10
평평창창탁구클럽,서울특별시,서울특별시 종로구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2020-07-22
평포츠,강원도,강원도 평창군,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2022-06-25
평화구슬치기,전라북도,전라북도 전주시완산구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,10,2024-04-23
폐지,부산광역시,부산광역시 동래구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,37,2022-08-01
포레스트,전라북도,전라북도 남원시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2022-06-25
포르테테니스클럽,전라북도,전라북도 완주군,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2020-07-07
포버도스,경기도,경기도 용인시 기흥구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2020-08-10
포비스,광주광역시,광주광역시 동구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,2021-06-30
포사모,서울특별시,서울특별시 구로구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,14,2024-03-22
포산클럽,대구광역시,대구광역시 달성군,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-04-06
포세이돈 서초,서울특별시,서울특별시 서초구,테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2020-11-22
포스동호회_금정,부산광역시,부산광역시 금정구,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-21
포스클럽,서울특별시,서울특별시 송파구,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-20
포시즌,서울특별시,서울특별시 광진구,요트,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2022-05-09
포원(for one),강원도,강원도 철원군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,7,2021-11-04
포인트펜싱클럽,광주광역시,광주광역시 남구,펜싱,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-05-03
포일배드민턴클럽,경기도,경기도 의왕시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2023-05-12
포천 스톰,경기도,경기도 포천시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,29,2022-03-14
포천선단족구단,경기도,경기도 포천시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-20
포천스톰,경기도,경기도 포천시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33,2019-05-22
포천시볼링협회,경기도,경기도 포천시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2022-05-09
포천시분회,경기도,경기도 포천시,게이트볼,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,8,2022-04-28
포천시탁구협회,경기도,경기도 포천시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2020-11-10
포천연합,경기도,경기도 포천시,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2019-07-05
포천제일클럽,경기도,경기도 포천시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-05
포천클럽,부산광역시,부산광역시 북구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2024-01-12
포천클럽,경기도,경기도 포천시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2024-02-16
포천합기도,경기도,경기도 포천시,합기도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-06-05
포커스,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2023-02-27
포커스,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,10,2021-10-24
포커스,전라북도,전라북도 전주시덕진구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,11,2024-04-08
포커스동호회,전라북도,전라북도 군산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,6,2024-04-17
포켓국국,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포켓난,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포켓남,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포켓동,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포켓매,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포켓북,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포켓서,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포켓죽,경상남도,경상남도 양산시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-04-23
포티움스포츠클럽,서울특별시,서울특별시 노원구,롤러,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-05-02
포티움스포츠클럽,서울특별시,서울특별시 노원구,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-05-04
포포포,전라북도,전라북도 전주시완산구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,2,2024-06-03
포항 Water Polo Club,경상북도,경상북도 포항시,수영,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,11,2021-02-15
포항 impact,경상북도,경상북도 포항시남구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-04-25
포항 장성스쿼시클럽,경상북도,경상북도 포항시북구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-06-22
포항 한마당체육관,경상북도,경상북도 포항시남구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-06-22
포항1,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항2,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항3,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항4,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항5,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항6,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항7,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항8,경상북도,경상북도 포항시북구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-07
포항IMPACT,경상북도,경상북도 포항시,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,33,2021-06-21
포항NAC,경상북도,경상북도 포항시남구,에어로빅힙합,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2023-03-31
포항TOP,경상북도,경상북도 포항시북구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,8,2022-04-26
포항공대,경상북도,경상북도 포항시남구,조정,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,19,2023-03-13
포항구남유도체육관,경상북도,경상북도 포항시남구,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,30,2022-12-29
포항나인빅스,경상북도,경상북도 포항시북구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2022-07-08
포항다솜지역아동센터 온새미로,경상북도,경상북도 포항시남구,국학기공,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2022-08-03
포항동일,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-20
포항드림,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2024-03-28
포항등산학교총동창회,경상북도,경상북도 포항시북구,산악,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,22,2023-03-29
포항라온클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-04-27
포항물방울클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-04-27
포항불빛족구클럽,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2024-03-20
포항불칸,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2024-03-28
포항상대불스족구회,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2024-03-20
포항시 역도클럽,경상북도,경상북도 포항시남구,역도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-08-12
포항시게이트볼협회,경상북도,경상북도 포항시북구,게이트볼,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-04-29
포항시게이트볼협회,경상북도,경상북도 포항시남구,게이트볼,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-05-11
포항시바둑협회1,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-05-10
포항시바둑협회2,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-05-10
포항시바둑협회3,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-05-10
포항시바둑협회5,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-05-10
포항시바둑협회6,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-05-10
포항시바둑협회7,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-05-10
포항시바둑협회8,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-05-10
포항시바둑협회9,경상북도,경상북도 포항시남구,바둑,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-05-10
포항시배구협회,경상북도,경상북도 포항시남구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2023-08-07
포항시생활체육동호회,경상북도,경상북도 포항시남구,우슈,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,20,2023-07-05
포항시윈드서핑연합회,경상북도,경상북도 포항시남구,요트,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2023-02-10
포항어울림,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-28
포항영일만,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,9,2024-03-20
포항영일만클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2022-04-27
포항요트클럽,경상북도,경상북도 포항시북구,요트,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-08-22
포항이동스쿼시,경상북도,경상북도 포항시 남구,스쿼시,공공스포츠클럽,20세이상부,혼성,5,2019-10-14
포항이동스쿼시클럽,경상북도,경상북도 포항시남구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-05-25
포항저스트짐,경상북도,경상북도 포항시북구,보디빌딩,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2023-03-28
포항점프스쿨,경상북도,경상북도 포항시 남구,줄넘기,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,42,2021-03-11
포항카리스,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2024-03-28
포항클라이밍아카데미(PCA),경상북도,경상북도 포항시 남구,산악,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,6,2020-03-09
포항클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-04-27
포항클럽,경상북도,경상북도 포항시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,2020-02-12
포항포은,경상북도,경상북도 포항시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-20
포항포은중,경상북도,경상북도 포항시남구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2023-05-04
포항프라임클럽,경상북도,경상북도 포항시북구,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2022-04-27
포항프라임클럽,경상북도,경상북도 포항시 북구,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,12,2020-01-20
포항해마루클럽,경상북도,경상북도 포항시북구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2023-06-06
폭주기관차,서울특별시,서울특별시 성동구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2022-06-21
폰투스 국제요트클럽,경상남도,경상남도 통영시,요트,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-09-21
폴라리스 요트클럽,경상남도,경상남도 사천시,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,2021-09-09
폴링인풀,서울특별시,서울특별시 동대문구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,14,2024-03-22
폼만국가대표_수원,경기도,경기도 수원시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-04-01
표선매오름산악회,제주특별자치도,제주특별자치도 서귀포시,산악,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-07-15
표선클럽,제주특별자치도,제주특별자치도 서귀포시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-03-22
푸르미,경기도,경기도 이천시,산악,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2022-09-19
푸른솔클럽,전라북도,전라북도 군산시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2023-04-28
푸른초등학교,경기도,경기도 화성시,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2021-11-10
푸른하늘,광주광역시,광주광역시 서구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-07-06
푸쉬,부산광역시,부산광역시 부산진구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-08-07
풀,전라남도,전라남도 광양시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2024-03-22
풀샷,충청북도,충청북도 청주시흥덕구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-03-22
풀스핀,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,10,2021-11-26
풀스핀,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,22,2023-03-03
풀장,경기도,경기도 성남시중원구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,24,2024-03-22
풀하우스,경기도,경기도 수원시권선구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,18,2024-03-22
풍기클럽,경상북도,경상북도 영주시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2023-01-25
풍동점프클럽,경기도,경기도 고양시일산동구,줄넘기,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-03-17
풍림화산Billiards,강원도,강원도 평창군,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,3,2024-03-22
풍산고등학교,경기도,경기도 하남시,치어리딩,학교스포츠클럽,19세이하부,혼성,14,2021-09-02
풍암클럽,광주광역시,광주광역시 서구,테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-04-07
풍암탁구교실_서,광주광역시,광주광역시 서구,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-27
풍영족구회,광주광역시,광주광역시 광산구,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-28
풍운아,대구광역시,대구광역시 달서구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2024-04-23
풍향태권도장,광주광역시,광주광역시 북구,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-22
퓨리,경상북도,경상북도 경산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,9,2020-01-08
프라임,서울특별시,서울특별시 광진구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,9,2024-03-22
프라임,전라남도,전라남도 광양시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,11,2024-03-22
프라임,제주특별자치도,제주특별자치도 제주시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2024-02-29
프라임,경기도,경기도 고양시덕양구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,17,2024-03-22
프라임유도아카데미,경상남도,경상남도 양산시,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,7,2024-02-07
프라임펜싱클럽,대구광역시,대구광역시 중구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,2020-10-27
프라임펜싱클럽,대구광역시,대구광역시 중구,펜싱,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-06-23
프랜드,전라북도,전라북도 전주시덕진구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,7,2024-03-22
프랜즈탁구클럽_노원,서울특별시,서울특별시 노원구,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-04-01
프레스(PRESS),대구광역시,대구광역시 달성군,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,12,2020-01-12
프레스토,경기도,경기도 오산시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2022-09-14
프렌즈,경상북도,경상북도 구미시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2023-03-23
프렌즈,강원도,강원도 춘천시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-12-26
프렌즈. f.c.,세종특별자치시,세종특별자치시 세종특별자치시,테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2023-03-17
프렌즈클럽,세종특별자치시,세종특별자치시 세종특별자치시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2024-06-10
프로2000,서울특별시,서울특별시 송파구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,4,2024-04-04
프로검도관,서울특별시,서울특별시 강서구,검도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-06-02
프로빌,대구광역시,대구광역시 남구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,4,2024-05-03
프로빌,경상남도,경상남도 거창군,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,7,2024-04-17
프로빌3,대구광역시,대구광역시 중구,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,2,2024-04-29
프로클럽,강원도,강원도 태백시,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,7,2024-04-29
프리드로우,전라북도,전라북도 전주시덕진구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,17,2022-04-06
프리민턴,광주광역시,광주광역시 북구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2023-04-28
프리스타일,대구광역시,대구광역시 수성구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-11-14
프리타크로,대전광역시,대전광역시 서구,세팍타크로,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-10-12
프리틴즈,강원도,강원도 화천군,체조,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-10-13
프린스클럽,전라북도,전라북도 군산시,테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,9,2022-10-05
플라이,인천광역시,인천광역시 서구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-05-03
플라이(FLY),인천광역시,인천광역시 부평구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2020-01-02
플라이윙스,전라북도,전라북도 익산시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,12,2020-01-04
플라이유도센터,제주특별자치도,제주특별자치도 서귀포시,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2022-12-29
플랜V,경상남도,경상남도 산청군,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2023-04-05
플랜에이 피트니스,인천광역시,인천광역시 부평구,보디빌딩,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,2021-06-07
플러스B.C,전라북도,전라북도 남원시,볼링,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-06-25
플러스원,강원도,강원도 춘천시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,3,2020-11-18
플러스클럽,부산광역시,부산광역시 사하구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2024-01-12
플러스투,충청북도,충청북도 보은군,당구,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,1,2024-03-22
플레이1_의정부,경기도,경기도 의정부시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-27
플레이댄스,인천광역시,인천광역시 남동구,체조,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2022-11-25
플레이어,충청북도,충청북도 청주시,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,50,2020-01-02
플레이어,충청북도,충청북도 청주시청원구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,41,2022-03-17
플레임,경기도,경기도 시흥시,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,27,2023-09-25
