동호회명,시도명,시군구명,종목명,소속그룹명,종목분류명,성별구분명,회원수,설립일자
서울송파구철마FC,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,61,2022-08-08
서울송파구쿨스트라이커즈,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,15,2024-05-17
서울송파구한국체육대학교태풍,서울특별시,서울특별시 송파구,축구,체육동호인조직,대학부,혼성,63,2022-04-06
서울송파구한성백제FC,서울특별시,서울특별시 송파구,축구,체육동호인조직,실업(일반),혼성,67,2022-08-08
서울숲복합문화체육센터,서울특별시,서울특별시 성동구,검도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2023-02-27
서울스쿼시,서울특별시,서울특별시 금천구,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-07-04
서울시 버닝트랙,서울특별시,서울특별시 양천구,롤러,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2021-06-10
서울시동작구상도축구회,서울특별시,서울특별시 동작구,축구,체육동호인조직,실업(일반),혼성,61,2022-08-08
서울시립대학교,서울특별시,서울특별시 동대문구,유도,체육동호인조직,실업(일반),혼성,15,2022-12-29
서울시배구협회,서울특별시,서울특별시 중랑구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-04-27
서울시배드민턴협회,서울특별시,서울특별시 중랑구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,41,2023-04-07
서울시사격회,서울특별시,서울특별시 중랑구,사격,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,5,2019-03-18
서울시산악연맹,서울특별시,서울특별시 중랑구,산악,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,40,2022-10-21
서울시수상스키·웨이크스포츠협회,서울특별시,서울특별시 송파구,수상스키·웨이크스포츠,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2022-08-30
서울시스키협회,서울특별시,서울특별시 전체,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,4,2019-06-07
서울시주니어펜싱클럽,서울특별시,서울특별시 송파구,펜싱,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-06-20
서울시주니어펜싱클럽,서울특별시,서울특별시 송파구,펜싱,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2020-03-02
서울시청,서울특별시,서울특별시 영등포구,유도,체육동호인조직,실업(일반),혼성,2,2022-12-29
서울시탁구협회(생활체육),서울특별시,서울특별시 중랑구,탁구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2020-10-16
서울시탁구협회_강동,서울특별시,서울특별시 강동구,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-21
서울시탁구협회_중랑,서울특별시,서울특별시 중랑구,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,28,2024-03-21
서울심판부,서울특별시,서울특별시 강남구,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,17,2024-03-20
서울씨름동호회,서울특별시,서울특별시 중랑구,씨름,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2019-03-20
서울씨름동호회,서울특별시,서울특별시 중랑구,씨름,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,22,2022-06-13
서울양천구FC츠바사,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,40,2023-06-29
서울양천구TNTFC,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,112,2022-04-06
서울양천구YC엔젤스,서울특별시,서울특별시 양천구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-04-30
서울양천구강신축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,47,2022-12-30
서울양천구경인축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,51,2022-08-08
서울양천구계남축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,34,2022-08-08
서울양천구당곡축구회1,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,51,2022-12-30
서울양천구동광기드온,서울특별시,서울특별시 양천구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-04-19
서울양천구동우축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,57,2022-12-30
서울양천구동일썬더스,서울특별시,서울특별시 양천구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-04-21
서울양천구목2동FC,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,45,2022-12-30
서울양천구벨라토,서울특별시,서울특별시 양천구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-04-15
서울양천구블랙스톤즈,서울특별시,서울특별시 양천구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-04-13
서울양천구센스지FC,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,25,2023-06-29
서울양천구신목축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,33,2022-12-30
서울양천구신우,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,56,2022-12-30
서울양천구신원축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,51,2022-12-30
서울양천구신월FC,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,21,2022-12-30
서울양천구신화축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,15,2022-12-30
서울양천구양강축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,84,2022-12-30
서울양천구양동FC,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,48,2022-12-30
서울양천구양목축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,57,2022-12-30
서울양천구양정FC,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,48,2022-12-30
서울양천구양천60대상비군,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,5,2022-12-30
서울양천구양천70상비군,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,12,2022-12-30
서울양천구양천구50대상비군,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,1,2022-05-24
서울양천구양천구여성축구단,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,27,2023-03-31
서울양천구양천파이오니아,서울특별시,서울특별시 양천구,야구소프트볼,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,1,2021-04-14
서울양천구한마음축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,16,2023-12-28
서울양천구한울축구회,서울특별시,서울특별시 양천구,축구,체육동호인조직,실업(일반),혼성,64,2022-12-30
서울언남초 5학년 배구부,서울특별시,서울특별시 서초구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,20,2023-04-25
서울언남초 배구부,서울특별시,서울특별시 서초구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2023-03-27
서울여자대학교 배구부 SWUPIKE,서울특별시,서울특별시 노원구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,8,2023-06-14
서울여자대학교 스키부,서울특별시,서울특별시 노원구,스키,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",여성,1,2020-07-30
서울영등포구NOBLEFC,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,36,2022-04-06
서울영등포구REVE,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,34,2024-03-19
서울영등포구WHALES,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,26,2023-03-31
서울영등포구YDPSDFC,서울특별시,서울특별시,축구,체육동호인조직,실업(일반),혼성,29,2022-04-06
서울영등포구당산1축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,39,2023-04-18
서울영등포구당산2축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,22,2023-04-18
서울영등포구대림1축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,42,2022-12-30
서울영등포구대림3축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,63,2022-12-30
서울영등포구대호축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,71,2022-12-30
서울영등포구도림축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,54,2022-12-30
서울영등포구도신축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,40,2022-12-30
서울영등포구동고FCB,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,36,2023-03-31
서울영등포구문래2축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,53,2022-12-30
서울영등포구문일축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,46,2022-12-30
서울영등포구신광축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,48,2022-12-30
서울영등포구신길1축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,35,2022-12-30
서울영등포구신길34축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,37,2022-12-30
서울영등포구신길6축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,19,2022-12-30
서울영등포구신길7축구회,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,47,2022-12-30
서울영등포구신길UNITED,서울특별시,서울특별시 영등포구,축구,체육동호인조직,실업(일반),혼성,31,2022-04-06
