전시실명,전시명,전시시작일자,전시종료일자,전시상태,장소명,주관기관명,작가명,작품명,관람시간,관람정보,전자책URL,전자책명,전시이미지URL,전시이미지명,전시영문명,전시영문내용
1관,이만익-별을 그리는 마음,2022-09-02,2023-03-05,종료,소마미술관 1관 1~4전시실,국민체육진흥공단/소마미술관,이만익,"故이만익 화백의 회화, 드로잉과 아카이브 200여점",10:00~18:00(17:30 입장마감),"성인(만25~64세) 3,000원, 청소년(만13~24세) 2,000원, 어린이(만7~12세) 1,000원(20명이상): 성인 1,500원, 청소년 1,000원, 어린이 500원만6세이하, 만65세이상, 장애인, 국가유공자대학생, 예술인패스 소지자는 청소년 요금 적용",,,/manage/upload_files/display/2023/01/25/c99f9382-149d-465a-afa0-3b5a34f8ff72.png,이만익(일정변경).png,Lee Manik - A Heart Missing the Star,
1관,"Into Drawing 45,46,47",2022-09-02,2022-12-25,종료,소마미술관 1관 5전시실,국민체육진흥공단/ 소마미술관,"김성래, 김혜숙, 이성재","작가 당 드로잉, 설치 작품 약 10여점 전시",10:00~18:00(17:30 입장마감),메인 전시(이만익 전) 관람 시 무료,,,/manage/upload_files/display/2022/08/22/aba18758-52b7-41bb-9e23-f7a5432931c3.png,2022인투드로잉(통합).png,"Into Drawing 45,46,47",
1관,2022 Into Drawing Plus,2023-01-06,2023-03-05,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,"김성래, 김혜숙, 이성재","회화, 드로잉, 설치",10:00~18:00(17:30 입장마감),메인 전시(이만익 전) 관람 시 무료,,,/manage/upload_files/display/2023/01/25/e0220c89-9a18-4923-8aa4-47d3e3f79fff.png,인투드로잉(날짜변경).png,2022 Into Drawing Plus,
1관,Into Drawing 50 정혜련 마이그레이션,2023-12-08,2024-01-07,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,정혜련,"설치,영상 등 10여점 등",10:00~18:00(17:00 입장마감),메인전시(신소장품전)관람 시 무료,,,/manage/upload_files/display/2023/11/14/d5c565dc-5e26-406e-a460-898b5baa8c4c.jpg,인투50_포스터.jpg,US2-Migration,
1관,"드로잉, 삶의 철학을 그리다",2024-04-19,2024-08-25,현재,소마미술관 1관,국민체육진흥공단/소마미술관,"강미선, 김명숙, 안규철, 유근택, 이배, 황인기/ 철학자:이진우,허경","드로잉, 회화, 설치 200여점+철학자의 재해석+소마미술관 20주년 드로잉전시 아카이브",10:00~18:00(17:30 입장마감),"성인(만25-64세) 5,000원, 청소년(만13-24세) 4,000원, 어린이(만7-12세) 3,000원성인(만25-64세) 2,500원, 청소년(만13-24세) 2,000원, 어린이(만7-12세) 1,500원만6세이하, 만65세이상, 장애인, 국가유공자예술인패스 소지자, 군인(하사 이하), 대학생(학생증, 국제학생증(ISIC)소지자) : 청소년요금 적용강동송파 지역 주민 할인 (티켓당 1,000원 할인)",,,/manage/upload_files/display/2024/03/27/854d93f6-d37f-4307-8aea-a3fcb480e0f6.jpg,[포스터]1관 드로잉삶의철학을그리다_web_poster.jpg,"Drawing,",
1관,신소장품전 靜中,2023-09-15,2024-02-18,종료,소마미술관 1관 1~4전시실,국민체육진흥공단/소마미술관,"강경구, 김병호, 김태, 류인, 이만익, 전윤정, 정헌조, 지희킴, 하태범 등 9명","회화, 드로잉 100여점, 사진 및 영상 아카이브",10:00~18:00(17:00 입장마감),"성인(만25-64세) 3,000원, 청소년(만13-24세) 2,000원, 어린이(만7-12세) 1,000원(20명이상): 성인 1,500원, 청소년 1,000원, 어린이 500원만6세이하, 만65세이상, 장애인, 국가유공자군인(하사 이하), 대학생, 예술인패스 소지자는 청소년 요금 적용",,,/manage/upload_files/display/2023/08/28/2af92801-6bb2-46be-b795-e8b3aa12f34b.jpg,포스터(신소장품전)_웹사이트용.jpg,Moving is stillness,
1관,Into Drawing 48 이채영 이해의 자리,2023-09-15,2023-10-15,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,이채영,드로잉 등,10:00~18:00(17:00 입장마감),메인 전시(신소장품전) 관람 시 무료,,,/manage/upload_files/display/2023/08/24/c459c5b0-9fee-4760-bc37-74f5ffe80d72.jpg,포스터(인투48)-420x600-최종.jpg,Into Drawing 48  Place of Understanding ,
1관,"Into Drawing 48,49,50",2023-09-15,2024-01-07,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,"이채영, 김유정, 정혜련","드로잉, 설치작품 등",10:00~18:00(17:00 입장마감),메인 전시(신소장품전) 관람 시 무료,,,/manage/upload_files/display/2023/08/24/5092ee8d-9be9-4403-8018-eb5e182e17ef.jpg,포스터(통합)-420x600-0824-1.jpg,"Into Drawing 48, 49, 50",
1관,Into Drawing 38 미안한데 너무 슬퍼서 말해 줄 수 없어요,2018-08-03,2018-08-19,종료,소마드로잉센터 전시실 (제6전시실),국민체육진흥공단 소마미술관,이준용 (Joonyong Yi),드로잉 400여점,"10:00~18:00(입장마감 17:20)문화가 있는날(매월 마지막 주 수요일) 야간 연장개관(10:00~21:00, 입장마감 20:20)매주 월요일 휴관",메인전시 (일부러 불편하게) 관람시 무료관람,,,/manage/upload_files/display/2019/01/07/841ebcec-ae1e-4658-827b-c4df54150243.jpg,인투38-포스터-최종.jpg,Into Drawing 38_Im sorry but it too sad to tell you,
1관,또 다른 시선,2019-03-08,2019-03-17,종료,소마미술관 1관,국민체육진흥공단 / 소마미술관,소마아트파운데이션 1기 회원,,,무료관람,,,/manage/upload_files/display/2019/03/06/2eae3441-cf2a-4849-8829-17be5647f07f.jpg,soma190306.jpg,Ways of Seeing,
1관,素畵-한국 근현대 드로잉,2019-04-12,2019-06-23,종료,소마미술관 1관,국민체육진흥공단/소마미술관,"김수자, 김종영, 김환기, 문  신, 박생광, 박서보, 박수근, 박이소, 백남준, 서세옥, 신학철, 오  윤, 오지호, 이승택, 이우환, 이응노, 이인성, 이중섭, 임옥상, 장욱진, 천경자, 최병소, 한  묵 등",국내작가 200여명의 드로잉 300여점,"10:00~18:00(입장마감 17:00)문화가 있는날(매월 마지막 주 수요일) 야간 연장 개관(10:00~21:00,입장마감20:00)매주 월요일 휴관","성인(25세~64세) 3,000원, 청소년(13세~24세) 2,000원, 어린이(7세~12세) 1,000원 성인 1,500원, 청소년(13세~24세) 1,000원, 어린이 500원 만 6세이하, 만 65세 이상, 국가유공자, 장애인 무료 20인 이상 단체관람의 인솔교사 1명 무료  예술인 패스 소지자는 청소년 할인 요금 적용 (2,000원)",,,/manage/upload_files/display/2019/03/13/fdc4b0ae-ab51-4045-9c44-0576a3c7aa08.jpg,190313.jpg,Drawing-Korean Modern and Contemporary Drawings,
1관,"안녕, 푸",2019-08-22,2020-02-02,종료,소마미술관 1관,"국민체육진흥공단, 빅토리아 앤 알버트 뮤지엄 / 소마미술관, ㈜바이스","E.H.쉐퍼드의 오리지널 드로잉, A.A.밀른의 원고 및 편지, 사진 등",곰돌이 푸 원작 속 이야기 소재 230여 점,"[8.22~11.30]10:00~20:00(입장마감 19:00)_[12.1~2.2]10:00~18:00(17:00)문화가 있는 날(매월 마지막 수요일) 야간 연장개관(10:00~21:00, 입장마감 20:00)매주 월요일 휴관","성인(만19세~64세)_15,000원/청소년(만13세~18세)_12,000원/어린이(36개월이상~만12세)_9,000원2,000원 할인 .무료_36개월 미만, 장애인 중증(기존 1~3급) 본인 및 동반 1인, 국가유공자 본인특별할인_8,000원_만 65세 이상, 장애인 경증(기존 4~6급) 본인, 국가유공자 유족 본인예술인 패스 소지자는 청소년 요금 적용문화가 있는 날 : 오후 6시 이후 입장시 50% 할인",,,/manage/upload_files/display/2019/12/30/9902792a-4dc3-435e-9c37-f7dce7b588c3.jpg,20191230.jpg,Winnie the Pooh-Exploring a Classic,
1관,Into Drawing 47 이성재할머니는 아빠의 엄마,2022-11-25,2022-12-25,종료,소마미술관 1관 5전시실,국민체육진흥공단/소마미술관,이성재,,10:00~18:00 (17:30 입장마감),메인 전시(이만익 전) 관람 시 무료,,,/manage/upload_files/display/2022/11/17/f90e332a-e122-4078-bc06-4442e8d10415.jpg,인투드로잉_47_포스터_web.jpg,Into Drawing 47,
